request_id,device_id,primary_port,vlan_id
4146,4,1,1072
4147,4,0,1073
4147,4,1,1073
4148,1,1,1073
4149,2,1,1073
4150,1,0,1074
4150,1,1,1074
4151,2,0,1074
4151,2,1,1074
4152,0,0,1074
4152,0,1,1074
4153,3,1,1074
4154,4,1,1074
4155,1,1,1075
4156,2,0,1075
4156,2,1,1075
4157,0,0,1075
4157,0,1,1075
4158,1,0,1076
4158,1,1,1076
4159,3,1,1076
4160,0,0,1076
4160,0,1,1076
4161,4,0,1076
4161,4,1,1076
4162,0,0,1077
4162,0,1,1077
4163,1,0,1077
4163,1,1,1077
4164,1,1,1078
4165,1,0,1078
4165,1,1,1078
4166,2,0,1078
4166,2,1,1078
4167,0,0,1078
4167,0,1,1078
4168,1,0,1079
4168,1,1,1079
4169,0,1,1079
4170,2,0,1079
4170,2,1,1079
4171,3,1,1079
4172,4,1,1079
4173,1,1,1080
4174,2,1,1080
4175,2,0,1080
4175,2,1,1080
4176,3,1,1080
4177,0,1,1080
4178,1,1,1081
4179,2,1,1081
4180,1,0,1081
4180,1,1,1081
4181,3,1,1081
4182,1,0,1082
4182,1,1,1082
4183,2,0,1082
4183,2,1,1082
4184,3,1,1082
4185,4,1,1082
4186,1,0,1083
4186,1,1,1083
4187,0,0,1083
4187,0,1,1083
4188,4,0,1083
4188,4,1,1083
4189,3,1,1083
4190,4,0,1084
4190,4,1,1084
4191,1,1,1084
4192,0,0,1084
4192,0,1,1084
4193,3,1,1084
4194,1,1,1085
4195,0,1,1085
4196,3,1,1085
4197,0,0,1085
4197,0,1,1085
4198,4,1,1085
4199,1,0,1085
4199,1,1,1085
4200,2,0,1086
4200,2,1,1086
4201,0,1,1086
4202,0,0,1086
4202,0,1,1086
4203,2,0,1087
4203,2,1,1087
4204,0,0,1087
4204,0,1,1087
4205,1,0,1088
4205,1,1,1088
4206,3,1,1088
4207,0,1,1088
4208,4,0,1088
4208,4,1,1088
4209,0,0,1088
4209,0,1,1088
4210,1,0,1089
4210,1,1,1089
4211,2,1,1089
4212,0,0,1089
4212,0,1,1089
4213,2,0,1090
4213,2,1,1090
4214,4,0,1090
4214,4,1,1090
4215,2,0,1091
4215,2,1,1091
4216,1,1,1091
4217,1,0,1092
4217,1,1,1092
4218,2,1,1092
4219,3,1,1092
4220,4,1,1092
4221,1,1,1093
4222,1,0,1093
4222,1,1,1093
4223,0,1,1093
4224,2,0,1093
4224,2,1,1093
4225,0,0,1093
4225,0,1,1093
4226,4,0,1093
4226,4,1,1093
4227,1,0,1094
4227,1,1,1094
4228,0,1,1094
4229,2,0,1094
4229,2,1,1094
4230,0,0,1094
4230,0,1,1094
4231,1,0,1095
4231,1,1,1095
4232,2,0,1095
4232,2,1,1095
4233,4,0,1095
4233,4,1,1095
4234,3,1,1095
4235,2,0,1096
4235,2,1,1096
4236,4,0,1096
4236,4,1,1096
4237,3,1,1096
4238,1,0,1097
4238,1,1,1097
4239,0,0,1097
4239,0,1,1097
4240,2,1,1097
4241,4,1,1097
4242,3,1,1098
4243,0,1,1098
4244,0,0,1098
4244,0,1,1098
4245,4,0,1099
4245,4,1,1099
4246,0,0,1100
4246,0,1,1100
4247,3,1,1100
4248,4,1,1100
4249,4,0,1100
4249,4,1,1100
4250,1,1,1101
4251,2,1,1101
4252,1,0,1101
4252,1,1,1101
4253,2,0,1101
4253,2,1,1101
4254,3,1,1101
4255,2,0,1102
4255,2,1,1102
4256,4,0,1102
4256,4,1,1102
4257,1,0,1103
4257,1,1,1103
4258,0,1,1103
4259,4,0,1103
4259,4,1,1103
4260,2,1,1103
4261,3,1,1103
4262,1,1,1104
4263,3,1,1104
4264,4,0,1104
4264,4,1,1104
4265,0,1,1104
4266,0,0,1104
4266,0,1,1104
4267,1,1,1105
4268,3,1,1105
4269,1,0,1105
4269,1,1,1105
4270,2,0,1106
4270,2,1,1106
4271,4,0,1106
4271,4,1,1106
4272,0,0,1106
4272,0,1,1106
4273,1,1,1106
4274,1,0,1107
4274,1,1,1107
4275,1,0,1108
4275,1,1,1108
4276,4,0,1108
4276,4,1,1108
4277,1,0,1109
4277,1,1,1109
4278,2,1,1109
4279,2,0,1109
4279,2,1,1109
4280,0,0,1110
4280,0,1,1110
4281,3,1,1110
4282,0,0,1111
4282,0,1,1111
4283,4,0,1111
4283,4,1,1111
4284,1,0,1112
4284,1,1,1112
4285,2,1,1112
4286,4,0,1112
4286,4,1,1112
4287,1,0,1113
4287,1,1,1113
4288,3,1,1113
4289,4,0,1113
4289,4,1,1113
4290,0,1,1113
4291,1,1,1114
4292,1,0,1114
4292,1,1,1114
4293,2,1,1114
4294,3,1,1114
4295,0,1,1114
4296,4,1,1114
4297,4,0,1114
4297,4,1,1114
4298,1,0,1115
4298,1,1,1115
4299,0,1,1115
4300,0,0,1115
4300,0,1,1115
4301,1,1,1116
4302,1,0,1116
4302,1,1,1116
4303,2,0,1116
4303,2,1,1116
4304,4,0,1116
4304,4,1,1116
4305,3,1,1116
4306,1,1,1117
4307,2,0,1117
4307,2,1,1117
4308,4,0,1117
4308,4,1,1117
4309,1,0,1118
4309,1,1,1118
4310,2,0,1118
4310,2,1,1118
4311,4,0,1118
4311,4,1,1118
4312,1,0,1119
4312,1,1,1119
4313,2,0,1120
4313,2,1,1120
4314,1,1,1120
4315,4,0,1120
4315,4,1,1120
4316,1,0,1121
4316,1,1,1121
4317,2,1,1121
4318,3,1,1121
4319,1,0,1122
4319,1,1,1122
4320,2,1,1122
4321,3,1,1122
4322,2,0,1122
4322,2,1,1122
4323,4,0,1122
4323,4,1,1122
4324,2,0,1123
4324,2,1,1123
4325,3,1,1123
4326,0,0,1123
4326,0,1,1123
4327,4,1,1123
4328,1,1,1124
4329,3,1,1124
4330,0,1,1124
4331,2,1,1125
4332,0,0,1125
4332,0,1,1125
4333,2,0,1125
4333,2,1,1125
4334,4,0,1125
4334,4,1,1125
4335,1,0,1126
4335,1,1,1126
4336,4,0,1126
4336,4,1,1126
4337,1,0,1127
4337,1,1,1127
4338,2,0,1127
4338,2,1,1127
4339,0,0,1127
4339,0,1,1127
4340,1,0,1128
4340,1,1,1128
4341,4,0,1128
4341,4,1,1128
4342,1,0,1129
4342,1,1,1129
4343,4,1,1129
4344,1,0,1130
4344,1,1,1130
4345,3,1,1130
4346,0,1,1130
4347,1,1,1131
4348,1,0,1131
4348,1,1,1131
4349,2,0,1131
4349,2,1,1131
4350,3,1,1131
4351,4,0,1131
4351,4,1,1131
4352,1,1,1132
4353,1,0,1132
4353,1,1,1132
4354,2,0,1132
4354,2,1,1132
4355,4,0,1132
4355,4,1,1132
4356,1,0,1133
4356,1,1,1133
4357,3,1,1133
4358,4,1,1133
4359,1,1,1134
4360,0,0,1134
4360,0,1,1134
4361,1,0,1134
4361,1,1,1134
4362,2,1,1134
4363,3,1,1134
4364,4,1,1134
4365,0,1,1135
4366,1,1,1135
4367,2,1,1135
4368,3,1,1135
4369,4,1,1135
4370,2,1,1136
4371,3,1,1136
4372,2,0,1136
4372,2,1,1136
4373,0,0,1136
4373,0,1,1136
4374,2,1,1137
4375,2,0,1137
4375,2,1,1137
4376,0,0,1137
4376,0,1,1137
4377,2,0,1138
4377,2,1,1138
4378,4,1,1138
4379,0,1,1138
4380,4,0,1138
4380,4,1,1138
4381,0,1,1139
4382,1,0,1139
4382,1,1,1139
4383,0,0,1139
4383,0,1,1139
4384,2,1,1139
4385,3,1,1140
4386,4,1,1140
4387,4,0,1140
4387,4,1,1140
4388,0,1,1140
4389,0,1,1141
4390,1,0,1141
4390,1,1,1141
4391,3,1,1141
4392,4,1,1141
4393,1,1,1142
4394,2,1,1142
4395,1,0,1142
4395,1,1,1142
4396,0,1,1142
4397,3,1,1142
4398,4,1,1142
4399,2,0,1142
4399,2,1,1142
4400,4,1,1143
4401,0,0,1144
4401,0,1,1144
4402,1,1,1144
4403,1,0,1144
4403,1,1,1144
4404,3,1,1144
4405,4,1,1144
4406,1,1,1145
4407,1,0,1145
4407,1,1,1145
4408,2,0,1145
4408,2,1,1145
4409,4,0,1146
4409,4,1,1146
4410,1,1,1146
4411,3,1,1146
4412,0,0,1146
4412,0,1,1146
4413,1,0,1147
4413,1,1,1147
4414,2,0,1147
4414,2,1,1147
4415,3,1,1147
4416,4,1,1147
4417,0,1,1147
4418,2,0,1148
4418,2,1,1148
4419,0,0,1148
4419,0,1,1148
4420,1,0,1149
4420,1,1,1149
4421,2,1,1149
4422,0,0,1149
4422,0,1,1149
4423,1,0,1150
4423,1,1,1150
4424,4,0,1150
4424,4,1,1150
4425,3,1,1150
4426,1,0,1151
4426,1,1,1151
4427,4,0,1152
4427,4,1,1152
4428,0,0,1152
4428,0,1,1152
4429,0,0,1153
4429,0,1,1153
4430,1,0,1153
4430,1,1,1153
4431,2,1,1153
4432,3,1,1153
4433,2,0,1153
4433,2,1,1153
4434,4,0,1153
4434,4,1,1153
4435,1,1,1154
4436,2,0,1154
4436,2,1,1154
4437,3,1,1154
4438,4,0,1154
4438,4,1,1154
4439,0,1,1154
4440,1,0,1155
4440,1,1,1155
4441,2,0,1155
4441,2,1,1155
4442,4,0,1155
4442,4,1,1155
4443,1,0,1156
4443,1,1,1156
4444,4,1,1156
4445,4,0,1156
4445,4,1,1156
4446,0,0,1156
4446,0,1,1156
4447,2,0,1157
4447,2,1,1157
4448,4,0,1157
4448,4,1,1157
4449,1,1,1157
4450,1,1,1158
4451,2,1,1158
4452,3,1,1158
4453,1,0,1158
4453,1,1,1158
4454,0,1,1158
4455,2,0,1158
4455,2,1,1158
4456,1,1,1159
4457,2,1,1159
4458,1,0,1159
4458,1,1,1159
4459,2,0,1159
4459,2,1,1159
4460,3,1,1159
4461,4,1,1159
4462,4,0,1159
4462,4,1,1159
4463,0,1,1159
4464,2,1,1160
4465,0,1,1160
4466,2,0,1160
4466,2,1,1160
4467,0,0,1160
4467,0,1,1160
4468,1,0,1161
4468,1,1,1161
4469,2,1,1161
4470,2,0,1161
4470,2,1,1161
4471,4,0,1161
4471,4,1,1161
4472,1,0,1162
4472,1,1,1162
4473,3,1,1162
4474,2,1,1163
4475,2,0,1163
4475,2,1,1163
4476,0,0,1163
4476,0,1,1163
4477,4,0,1164
4477,4,1,1164
4478,2,1,1164
4479,1,0,1165
4479,1,1,1165
4480,2,1,1165
4481,2,0,1165
4481,2,1,1165
4482,0,0,1165
4482,0,1,1165
4483,1,0,1166
4483,1,1,1166
4484,2,0,1166
4484,2,1,1166
4485,4,0,1166
4485,4,1,1166
4486,0,0,1167
4486,0,1,1167
4487,1,0,1167
4487,1,1,1167
4488,1,0,1168
4488,1,1,1168
4489,0,0,1168
4489,0,1,1168
4490,3,1,1168
4491,4,1,1168
4492,4,1,1169
4493,0,1,1169
4494,0,1,1170
4495,1,1,1170
4496,1,0,1170
4496,1,1,1170
4497,2,1,1170
4498,3,1,1170
4499,0,0,1170
4499,0,1,1170
4500,2,0,1170
4500,2,1,1170
4501,4,1,1170
4502,4,0,1170
4502,4,1,1170
4503,1,1,1171
4504,2,1,1171
4505,2,0,1171
4505,2,1,1171
4506,4,0,1171
4506,4,1,1171
4507,0,1,1171
4508,3,1,1171
4509,0,0,1171
4509,0,1,1171
4510,1,1,1172
4511,1,0,1172
4511,1,1,1172
4512,0,0,1172
4512,0,1,1172
4513,2,0,1172
4513,2,1,1172
4514,3,1,1172
4515,4,0,1172
4515,4,1,1172
4516,2,0,1173
4516,2,1,1173
4517,1,1,1173
4518,0,1,1173
4519,0,0,1173
4519,0,1,1173
4520,3,1,1173
4521,1,1,1174
4522,4,0,1174
4522,4,1,1174
4523,3,1,1174
4524,0,1,1174
4525,4,1,1175
4526,1,1,1176
4527,2,1,1176
4528,3,1,1176
4529,4,1,1176
4530,2,0,1176
4530,2,1,1176
4531,4,0,1176
4531,4,1,1176
4532,0,1,1176
4533,0,0,1176
4533,0,1,1176
4534,1,0,1177
4534,1,1,1177
4535,0,1,1177
4536,2,1,1177
4537,2,0,1177
4537,2,1,1177
4538,0,0,1177
4538,0,1,1177
4539,0,1,1178
4540,1,1,1178
4541,2,0,1178
4541,2,1,1178
4542,3,1,1178
4543,2,0,1179
4543,2,1,1179
4544,1,1,1179
4545,0,0,1179
4545,0,1,1179
4546,3,1,1179
4547,1,1,1180
4548,1,0,1180
4548,1,1,1180
4549,2,0,1180
4549,2,1,1180
4550,0,1,1180
4551,0,0,1181
4551,0,1,1181
4552,3,1,1181
4553,2,1,1182
4554,2,0,1182
4554,2,1,1182
4555,4,0,1182
4555,4,1,1182
4556,3,1,1182
4557,2,1,1183
4558,3,1,1183
4559,4,1,1183
4560,1,1,1184
4561,4,1,1184
4562,1,1,1185
4563,3,1,1185
4564,1,0,1185
4564,1,1,1185
4565,4,0,1185
4565,4,1,1185
4566,1,1,1186
4567,1,0,1186
4567,1,1,1186
4568,2,0,1186
4568,2,1,1186
4569,4,0,1186
4569,4,1,1186
4570,2,0,1187
4570,2,1,1187
4571,3,1,1187
4572,4,1,1187
4573,0,1,1187
4574,1,1,1188
4575,2,0,1188
4575,2,1,1188
4576,4,0,1188
4576,4,1,1188
4577,3,1,1188
4578,1,1,1189
4579,2,1,1189
4580,1,0,1189
4580,1,1,1189
4581,3,1,1189
4582,2,0,1189
4582,2,1,1189
4583,1,0,1190
4583,1,1,1190
4584,0,1,1190
4585,2,1,1190
4586,3,1,1190
4587,2,0,1191
4587,2,1,1191
4588,0,0,1191
4588,0,1,1191
4589,1,1,1191
4590,1,0,1192
4590,1,1,1192
4591,0,1,1192
4592,0,0,1192
4592,0,1,1192
4593,0,1,1193
4594,2,0,1193
4594,2,1,1193
4595,1,1,1193
4596,3,1,1193
4597,1,1,1194
4598,1,0,1194
4598,1,1,1194
4599,2,1,1194
4600,3,1,1194
4601,4,0,1194
4601,4,1,1194
4602,0,0,1194
4602,0,1,1194
4603,4,0,1195
4603,4,1,1195
4604,0,1,1195
4605,2,0,1196
4605,2,1,1196
4606,1,0,1197
4606,1,1,1197
4607,2,0,1197
4607,2,1,1197
4608,0,0,1197
4608,0,1,1197
4609,0,0,1198
4609,0,1,1198
4610,1,1,1198
4611,3,1,1198
4612,4,1,1199
4613,0,1,1199
4614,1,0,1200
4614,1,1,1200
4615,2,0,1200
4615,2,1,1200
4616,3,1,1200
4617,0,1,1200
4618,4,0,1200
4618,4,1,1200
4619,1,0,1201
4619,1,1,1201
4620,0,0,1201
4620,0,1,1201
4621,4,0,1201
4621,4,1,1201
4622,1,0,1202
4622,1,1,1202
4623,0,0,1202
4623,0,1,1202
4624,3,1,1202
4625,2,1,1203
4626,4,0,1203
4626,4,1,1203
4627,3,1,1203
4628,1,0,1204
4628,1,1,1204
4629,2,1,1204
4630,2,0,1204
4630,2,1,1204
4631,1,0,1205
4631,1,1,1205
4632,1,0,1206
4632,1,1,1206
4633,2,0,1206
4633,2,1,1206
4634,3,1,1206
4635,4,1,1206
4636,4,0,1206
4636,4,1,1206
4637,0,1,1206
4638,0,0,1206
4638,0,1,1206
4639,0,1,1207
4640,4,0,1207
4640,4,1,1207
4641,1,1,1207
4642,0,0,1207
4642,0,1,1207
4643,2,1,1207
4644,0,0,1208
4644,0,1,1208
4645,1,1,1208
4646,1,0,1209
4646,1,1,1209
4647,2,1,1209
4648,3,1,1209
4649,0,0,1209
4649,0,1,1209
4650,4,0,1209
4650,4,1,1209
4651,1,1,1210
4652,3,1,1210
4653,0,1,1210
4654,0,1,1211
4655,1,1,1211
4656,2,1,1211
4657,1,1,1212
4658,1,0,1212
4658,1,1,1212
4659,2,0,1212
4659,2,1,1212
4660,0,1,1212
4661,1,1,1213
4662,2,1,1213
4663,0,1,1213
4664,0,0,1213
4664,0,1,1213
4665,3,1,1213
4666,1,0,1214
4666,1,1,1214
4667,2,0,1214
4667,2,1,1214
4668,0,1,1214
4669,1,0,1215
4669,1,1,1215
4670,4,0,1215
4670,4,1,1215
4671,2,0,1216
4671,2,1,1216
4672,0,0,1216
4672,0,1,1216
4673,1,1,1216
4674,3,1,1216
4675,2,0,1217
4675,2,1,1217
4676,0,1,1217
4677,1,1,1217
4678,3,1,1217
4679,4,1,1217
4680,4,0,1217
4680,4,1,1217
4681,1,0,1218
4681,1,1,1218
4682,0,0,1218
4682,0,1,1218
4683,2,0,1219
4683,2,1,1219
4684,3,1,1219
4685,0,0,1219
4685,0,1,1219
4686,1,1,1220
4687,1,0,1220
4687,1,1,1220
4688,2,0,1220
4688,2,1,1220
4689,0,1,1220
4690,0,0,1220
4690,0,1,1220
4691,1,0,1221
4691,1,1,1221
4692,3,1,1221
4693,0,1,1221
4694,1,1,1222
4695,0,0,1222
4695,0,1,1222
4696,2,1,1222
4697,3,1,1222
4698,1,1,1223
4699,1,0,1223
4699,1,1,1223
4700,2,1,1223
4701,4,0,1223
4701,4,1,1223
4702,3,1,1223
4703,0,1,1223
4704,0,0,1223
4704,0,1,1223
4705,1,1,1224
4706,1,0,1224
4706,1,1,1224
4707,1,0,1225
4707,1,1,1225
4708,2,0,1225
4708,2,1,1225
4709,4,0,1226
4709,4,1,1226
4710,2,1,1226
4711,0,0,1226
4711,0,1,1226
4712,3,1,1226
4713,2,0,1227
4713,2,1,1227
4714,4,1,1227
4715,0,1,1227
4716,2,1,1228
4717,3,1,1228
4718,4,1,1228
4719,0,1,1228
4720,1,1,1229
4721,1,0,1229
4721,1,1,1229
4722,3,1,1229
4723,0,0,1229
4723,0,1,1229
4724,0,0,1230
4724,0,1,1230
4725,2,0,1230
4725,2,1,1230
4726,1,1,1230
4727,3,1,1230
4728,4,1,1230
4729,4,0,1231
4729,4,1,1231
4730,0,0,1231
4730,0,1,1231
4731,1,1,1231
4732,2,1,1231
4733,3,1,1231
4734,1,1,1232
4735,2,0,1232
4735,2,1,1232
4736,0,1,1232
4737,4,0,1232
4737,4,1,1232
4738,2,1,1233
4739,0,0,1233
4739,0,1,1233
4740,2,0,1234
4740,2,1,1234
4741,1,1,1234
4742,4,0,1234
4742,4,1,1234
4743,0,0,1234
4743,0,1,1234
4744,1,0,1235
4744,1,1,1235
4745,4,0,1235
4745,4,1,1235
4746,0,0,1235
4746,0,1,1235
4747,4,0,1236
4747,4,1,1236
4748,1,1,1236
4749,2,1,1236
4750,0,0,1237
4750,0,1,1237
4751,3,1,1237
4752,4,0,1237
4752,4,1,1237
4753,1,1,1238
4754,1,0,1238
4754,1,1,1238
4755,0,1,1238
4756,3,1,1238
4757,4,1,1238
4758,4,0,1238
4758,4,1,1238
4759,1,1,1239
4760,4,0,1239
4760,4,1,1239
4761,1,0,1240
4761,1,1,1240
4762,0,0,1240
4762,0,1,1240
4763,1,0,1241
4763,1,1,1241
4764,2,0,1241
4764,2,1,1241
4765,3,1,1241
4766,4,1,1241
4767,4,0,1241
4767,4,1,1241
4768,1,0,1242
4768,1,1,1242
4769,3,1,1242
4770,4,1,1242
4771,4,0,1242
4771,4,1,1242
4772,1,1,1243
4773,0,0,1243
4773,0,1,1243
4774,2,1,1243
4775,1,0,1244
4775,1,1,1244
4776,2,1,1244
4777,2,0,1244
4777,2,1,1244
4778,0,0,1246
4778,0,1,1246
4779,1,1,1246
4780,1,0,1246
4780,1,1,1246
4781,4,1,1246
4782,3,1,1247
4783,1,1,1248
4784,1,0,1248
4784,1,1,1248
4785,0,0,1248
4785,0,1,1248
4786,2,1,1248
4787,4,1,1248
4788,1,1,1249
4789,0,1,1249
4790,3,1,1249
4791,4,1,1249
4792,1,1,1250
4793,3,1,1250
4794,0,1,1250
4795,1,1,1251
4796,0,0,1251
4796,0,1,1251
4797,3,1,1251
4798,1,1,1252
4799,2,1,1252
4800,1,0,1252
4800,1,1,1252
4801,3,1,1252
4802,4,1,1252
4803,2,0,1252
4803,2,1,1252
4804,1,0,1253
4804,1,1,1253
4805,2,0,1253
4805,2,1,1253
4806,4,1,1253
4807,4,0,1253
4807,4,1,1253
4808,4,0,1254
4808,4,1,1254
4809,2,1,1254
4810,1,0,1255
4810,1,1,1255
4811,2,1,1255
4812,2,0,1255
4812,2,1,1255
4813,0,0,1255
4813,0,1,1255
4814,2,0,1256
4814,2,1,1256
4815,4,0,1256
4815,4,1,1256
4816,1,0,1257
4816,1,1,1257
4817,0,0,1257
4817,0,1,1257
4818,1,0,1258
4818,1,1,1258
4819,0,0,1258
4819,0,1,1258
4820,2,1,1258
4821,3,1,1258
4822,4,1,1258
4823,4,0,1258
4823,4,1,1258
4824,1,0,1259
4824,1,1,1259
4825,2,1,1259
4826,2,0,1259
4826,2,1,1259
4827,4,0,1260
4827,4,1,1260
4828,3,1,1260
4829,1,1,1261
4830,1,0,1261
4830,1,1,1261
4831,2,1,1261
4832,3,1,1261
4833,2,0,1261
4833,2,1,1261
4834,4,0,1261
4834,4,1,1261
4835,1,1,1262
4836,2,1,1262
4837,0,0,1262
4837,0,1,1262
4838,1,0,1262
4838,1,1,1262
4839,2,0,1262
4839,2,1,1262
4840,4,0,1263
4840,4,1,1263
4841,0,0,1263
4841,0,1,1263
4842,3,1,1263
4843,0,0,1264
4843,0,1,1264
4844,4,0,1264
4844,4,1,1264
4845,2,0,1265
4845,2,1,1265
4846,0,0,1265
4846,0,1,1265
4847,2,0,1266
4847,2,1,1266
4848,0,0,1266
4848,0,1,1266
4849,0,0,1267
4849,0,1,1267
4850,1,1,1267
4851,2,0,1267
4851,2,1,1267
4852,3,1,1267
4853,4,1,1267
4854,2,0,1268
4854,2,1,1268
4855,1,1,1268
4856,3,1,1268
4857,4,0,1268
4857,4,1,1268
4858,2,1,1269
4859,2,0,1269
4859,2,1,1269
4860,1,0,1270
4860,1,1,1270
4861,2,0,1270
4861,2,1,1270
4862,4,1,1270
4863,0,1,1270
4864,4,0,1270
4864,4,1,1270
4865,1,1,1271
4866,2,0,1271
4866,2,1,1271
4867,3,1,1271
4868,0,1,1271
4869,4,0,1271
4869,4,1,1271
4870,1,0,1272
4870,1,1,1272
4871,2,0,1272
4871,2,1,1272
4872,3,1,1272
4873,2,0,1273
4873,2,1,1273
4874,0,0,1273
4874,0,1,1273
4875,1,1,1273
4876,1,0,1274
4876,1,1,1274
4877,2,1,1274
4878,3,1,1274
4879,0,1,1274
4880,1,1,1275
4881,2,1,1275
4882,1,0,1275
4882,1,1,1275
4883,2,0,1275
4883,2,1,1275
4884,3,1,1275
4885,4,1,1275
4886,3,1,1276
4887,4,0,1276
4887,4,1,1276
4888,2,0,1277
4888,2,1,1277
4889,4,0,1277
4889,4,1,1277
4890,3,1,1277
4891,0,0,1277
4891,0,1,1277
4892,1,0,1278
4892,1,1,1278
4893,2,1,1278
4894,2,0,1278
4894,2,1,1278
4895,0,1,1278
4896,0,0,1279
4896,0,1,1279
4897,1,0,1279
4897,1,1,1279
4898,2,1,1279
4899,3,1,1279
4900,2,0,1279
4900,2,1,1279
4901,4,1,1279
4902,2,1,1280
4903,3,1,1280
4904,4,0,1280
4904,4,1,1280
4905,0,1,1280
4906,0,1,1281
4907,2,1,1281
4908,4,0,1281
4908,4,1,1281
4909,3,1,1281
4910,1,1,1282
4911,1,0,1282
4911,1,1,1282
4912,3,1,1282
4913,4,1,1282
4914,4,0,1282
4914,4,1,1282
4915,1,0,1283
4915,1,1,1283
4916,0,0,1283
4916,0,1,1283
4917,1,0,1284
4917,1,1,1284
4918,2,0,1284
4918,2,1,1284
4919,3,1,1284
4920,0,1,1284
4921,0,0,1284
4921,0,1,1284
4922,1,1,1285
4923,4,1,1285
4924,1,0,1285
4924,1,1,1285
4925,1,1,1286
4926,1,0,1286
4926,1,1,1286
4927,2,0,1286
4927,2,1,1286
4928,0,0,1286
4928,0,1,1286
4929,3,1,1286
4930,4,0,1286
4930,4,1,1286
4931,1,0,1287
4931,1,1,1287
4932,2,0,1287
4932,2,1,1287
4933,0,0,1287
4933,0,1,1287
4934,0,0,1288
4934,0,1,1288
4935,2,0,1289
4935,2,1,1289
4936,3,1,1289
4937,1,0,1290
4937,1,1,1290
4938,2,1,1290
4939,3,1,1290
4940,1,1,1291
4941,4,0,1291
4941,4,1,1291
4942,3,1,1291
4943,0,1,1291
4944,1,1,1292
4945,2,1,1292
4946,3,1,1292
4947,2,1,1293
4948,2,0,1293
4948,2,1,1293
4949,4,0,1293
4949,4,1,1293
4950,0,0,1293
4950,0,1,1293
4951,3,1,1293
4952,1,0,1294
4952,1,1,1294
4953,3,1,1294
4954,0,1,1294
4955,4,1,1294
4956,1,1,1295
4957,2,1,1295
4958,1,0,1295
4958,1,1,1295
4959,0,0,1296
4959,0,1,1296
4960,1,0,1296
4960,1,1,1296
4961,1,0,1297
4961,1,1,1297
4962,3,1,1297
4963,4,0,1297
4963,4,1,1297
4964,1,0,1298
4964,1,1,1298
4965,0,1,1298
4966,4,1,1298
4967,0,1,1299
4968,1,1,1299
4969,1,0,1299
4969,1,1,1299
4970,2,1,1299
4971,3,1,1299
4972,1,1,1300
4973,4,0,1300
4973,4,1,1300
4974,3,1,1300
4975,3,1,1301
4976,0,0,1301
4976,0,1,1301
4977,2,1,1302
4978,0,0,1302
4978,0,1,1302
4979,3,1,1302
4980,2,0,1302
4980,2,1,1302
4981,4,1,1302
4982,1,1,1303
4983,1,0,1303
4983,1,1,1303
4984,0,1,1303
4985,4,1,1303
4986,4,0,1303
4986,4,1,1303
4987,3,1,1304
4988,4,1,1304
4989,1,1,1305
4990,1,0,1305
4990,1,1,1305
4991,3,1,1305
4992,0,0,1305
4992,0,1,1305
4993,4,0,1305
4993,4,1,1305
4994,2,0,1306
4994,2,1,1306
4995,1,0,1307
4995,1,1,1307
4996,0,0,1307
4996,0,1,1307
4997,2,1,1307
4998,4,0,1307
4998,4,1,1307
4999,2,0,1308
4999,2,1,1308
5000,1,1,1308
5001,0,1,1308
5002,0,0,1308
5002,0,1,1308
5003,4,1,1308
5004,1,0,1309
5004,1,1,1309
5005,4,0,1309
5005,4,1,1309
5006,1,0,1310
5006,1,1,1310
5007,2,1,1310
5008,3,1,1310
5009,2,0,1310
5009,2,1,1310
5010,0,0,1310
5010,0,1,1310
5011,4,1,1310
5012,2,0,1311
5012,2,1,1311
5013,4,1,1311
5014,4,0,1311
5014,4,1,1311
5015,4,0,1312
5015,4,1,1312
5016,1,0,1313
5016,1,1,1313
5017,3,1,1313
5018,0,1,1313
5019,1,1,1314
5020,1,0,1314
5020,1,1,1314
5021,2,0,1314
5021,2,1,1314
5022,3,1,1314
5023,0,1,1314
5024,0,0,1314
5024,0,1,1314
5025,2,0,1315
5025,2,1,1315
5026,4,0,1315
5026,4,1,1315
5027,3,1,1315
5028,1,1,1316
5029,2,1,1316
5030,1,0,1316
5030,1,1,1316
5031,4,1,1316
5032,2,0,1316
5032,2,1,1316
5033,0,1,1316
5034,1,1,1317
5035,2,1,1317
5036,1,0,1317
5036,1,1,1317
5037,2,0,1317
5037,2,1,1317
5038,3,1,1317
5039,4,1,1317
5040,0,1,1317
5041,1,1,1318
5042,2,1,1318
5043,4,1,1318
5044,2,0,1318
5044,2,1,1318
5045,4,0,1318
5045,4,1,1318
5046,1,0,1319
5046,1,1,1319
5047,0,0,1319
5047,0,1,1319
5048,2,0,1319
5048,2,1,1319
5049,1,0,1320
5049,1,1,1320
5050,4,0,1320
5050,4,1,1320
5051,2,0,1321
5051,2,1,1321
5052,4,0,1321
5052,4,1,1321
5053,1,0,1322
5053,1,1,1322
5054,3,1,1322
5055,0,1,1322
5056,0,0,1322
5056,0,1,1322
5057,4,1,1322
5058,4,0,1322
5058,4,1,1322
5059,1,1,1323
5060,2,1,1323
5061,3,1,1323
5062,1,0,1323
5062,1,1,1323
5063,0,0,1323
5063,0,1,1323
5064,4,0,1323
5064,4,1,1323
5065,1,0,1324
5065,1,1,1324
5066,2,1,1324
5067,3,1,1324
5068,0,1,1324
5069,2,0,1324
5069,2,1,1324
5070,4,1,1324
5071,0,0,1324
